twa/tws;6;8;10;12;14;16;20
0;0;0;0;0;0;0;0
52;5.23;6.25;6.96;7.32;7.49;7.59;7.69
60;5.56;6.62;7.21;7.51;7.72;7.85;7.98
75;5.86;6.9;7.4;7.7;7.97;8.22;8.5
90;5.84;6.9;7.44;7.8;8.03;8.33;8.86
110;5.57;6.79;7.45;7.86;8.28;8.66;9.07
120;5.38;6.58;7.34;7.76;8.15;8.58;9.4
135;4.82;5.94;6.9;7.46;7.83;8.22;9.05
150;4.03;5.11;6.08;6.93;7.45;7.8;8.55
