Boat Name,Sail No,Cert No,Issue Date,Cert Year,TCC,Endorsed,Dayboat,Short Handed,Non Spi TCC,Crew,DLR,LH,Beam,Draft,Headsails,Series Date,Age Date,Racing Area,SSS Base Value,STIX,AVS,Category,ValidCode
DOLCENERA,ITA35125,33733,17/04/2015,2015,1.051,,,,1.034,8,186,10.61,3.27,2.15,Multiple,2005,2006,220,23,0,0,0,Yes
TIMANTTI,GBR5046R,33737,10/04/2015,2015,1.068,,,,1.048,13,231,14.05,4.27,2.2,Multiple,2004,2005,101,46,53,128,A,Yes
LORIENT EXPRESS,FRA34611,33742,19/03/2015,2015,1.026,,,,1.007,8,184,10.59,3.55,2.1,Multiple,2005,2007,212,27,37,130,A,Yes
PATRICIA,ITA15470,33743,10/04/2015,2015,0.991,,,,0.979,7,230,9.99,3.36,2,Multiple,2005,2007,220,28,0,0,0,Yes
TAXI JUNIOR,TUR3030,33771,22/04/2015,2015,1.066,E,,,1.039,7,123,9.43,3.08,2.15,Multiple,1995,1998,239,16,0,0,0,Yes
CORTO MALTESE,ITA15196,33786,05/02/2015,2015,0.959,,,,0.947,7,202,10,3.46,1.9,Multiple,1998,2000,220,31,0,0,0,Yes
MISS KAPPA IV,ITA12358,33804,13/02/2015,2015,1.056,,,,1.042,10,214,12.01,3.79,2.65,Multiple,1988,1992,220,28,0,0,0,Yes
JINETERA,GRE1234,33810,26/03/2015,2015,1.196,E,,,1.171,13,147,14.1,4.13,2.99,Multiple,2003,2004,218,33,49,134,A,Yes
BACCARAT,ARG3900,33820,17/04/2015,2014,1.076,E,,,1.063,9,163,11.43,3.57,2.36,Multiple,1993,1993,501,23,0,0,0,Yes
HAPPY,FRA35035,33837,26/02/2015,2015,1.029,,,,1.012,8,183,10.59,3.55,2.1,Multiple,2005,2007,217,26,0,0,0,Yes
STELLE,FRA9647,33839,08/04/2015,2015,0.943,,,,0.933,7,179,9.48,3.23,1.9,Multiple,1998,2007,217,27,31,131,A,Yes
PEN AZEN,FRA122,33840,12/02/2015,2015,1.083,E,,,1.064,10,170,12.19,3.64,2.27,Multiple,2006,2007,216,30,41,129,A,Yes
MALOUANE,FRA34938,33844,04/02/2015,2015,1.026,,,,1.009,8,179,10.59,3.55,2.1,Multiple,2005,2007,212,27,0,0,0,Yes
TAGA 2,FRA34978,33845,17/03/2015,2015,1.031,,,,1.015,8,173,10.59,3.55,2.1,Multiple,2005,2007,216,26,37,130,A,Yes
OXYGONON,GRE70,33848,24/04/2015,2015,1.047,E,,,1.031,8,189,10.61,3.27,2.15,Multiple,2005,2006,218,23,0,0,0,Yes
KICK,FRA9535,33886,02/04/2015,2015,1.035,,,,1.017,9,181,11.3,3.7,2.35,Multiple,2003,2005,217,36,0,0,0,Yes
GENEPIX,FRA25700,33894,23/04/2015,2015,1.05,,,,1.038,10,183,12.19,3.8,2.1,Multiple,2004,2004,216,34,41,127,A,Yes
LIBERTINE,ITA15145,33899,09/04/2015,2015,1.136,,,,1.115,13,162,13.72,4.21,2.7,Multiple,2003,2007,220,33,0,0,0,Yes
WILDFIRE,GBR702R,33906,28/01/2015,2015,1.005,,,,0.991,8,213,10.68,3.45,2.21,Multiple,2001,2007,114,33,0,0,0,Yes
TCHIN TCHIN,FRA34799,33927,15/01/2015,2015,1.028,,,,1.009,8,181,10.59,3.55,2.1,Multiple,2005,2007,217,27,0,0,0,Yes
FORTY TWO,FRA12739,33936,10/04/2015,2015,0.945,,,,0.933,7,177,9.48,3.23,1.9,Multiple,1998,1998,115,27,31,131,A,Yes
DRAKKAR,ITA15535,33955,02/04/2015,2015,1.052,,,,1.036,8,190,10.61,3.27,2.15,Multiple,2005,2006,219,23,0,0,0,Yes
ROBI E 14,ITA15492,33956,25/02/2015,2015,0.995,,,,0.968,7,180,9.12,3.05,1.9,Multiple,1992,2007,219,18,31,129,B,Yes
GWAIHIR VENTURI,FRA28738,33978,31/03/2015,2015,0.974,,,,0.96,8,217,10.28,3.48,1.92,Multiple,2002,2006,217,34,35,122,A,Yes
RACKHAM,BEL613,34005,22/04/2015,2015,1.037,,,,1.017,8,173,10.9,3.8,2.22,Multiple,2005,2007,205,31,43,133,A,Yes
DON QUIXOTE,ARG4488,34037,14/01/2015,2014,0.974,E,,,0.96,8,235,10.88,3.67,1.63,Multiple,1991,1999,501,36,0,0,0,Yes
SAVANNAH,FRA34627,34038,17/04/2015,2015,1.045,,,,1.036,13,169,13.72,4.16,1.95,Multiple,1990,1991,212,43,0,0,0,Yes
AMAPOLA,ITA15585,34057,25/03/2015,2015,0.986,,,,0.973,11,242,12.6,4.22,1.54,Multiple,1988,1990,220,42,0,0,0,Yes
OPTIM'X,FRA35390,34070,19/03/2015,2015,1.056,,,,1.04,10,189,12.19,3.8,2.4,Single+H/W Jib,2004,2007,212,36,38,124,A,Yes
ANNA,RUS931,34095,13/02/2015,2015,1.228,,,,1.204,16,119,16.19,4.28,2.97,Multiple,2002,2002,101,41,40,115,A,Yes
TASMANIA,ITA14175,34139,26/03/2015,2015,1.058,,,,1.046,10,188,11.92,3.75,2.4,Multiple,1997,2001,219,29,36,126,A,Yes
HANGOVER,TUR1979,34143,31/03/2015,2015,0.99,E,,,0.968,7,216,9.99,3.36,2,Single,2005,2006,239,30,0,0,0,Yes
FALCON,TUR1987,34144,16/04/2015,2015,1.001,E,,,0.98,7,214,9.99,3.36,2,Multiple,2005,2007,239,29,0,0,0,Yes
JET LAG,FRA9654,34162,29/01/2015,2015,1.012,E,,,0.996,8,201,10.74,3.51,2.08,Multiple,2001,2007,217,30,0,0,0,Yes
COCHISE,SUI29185,34188,05/03/2015,2015,1.011,,,,0.99,8,155,10.5,3.35,1.98,Multiple,1991,2002,217,23,33,120,A,Yes
TIERRA NEGRA,TUR,34195,16/04/2015,2015,1.041,,,,1.031,10,208,11.99,4.06,1.98,Multiple,2005,2007,238,36,43,120,A,Yes
NO EXCAPE,FRA9628,34207,27/03/2015,2015,1.04,,,,1.026,11,229,12.51,3.9,2.1,Multiple,1990,2002,214,37,0,0,0,Yes
BLACK JACK,FRA35402,34228,20/04/2015,2015,1.09,,,,1.069,12,153,13.11,3.9,2.29,Multiple,2003,2007,216,36,46,130,A,Yes
TONTIN,BEL3537,34237,06/03/2015,2015,1.032,E,,,1.016,8,177,10.58,3.55,2.1,Multiple,2005,2007,205,26,0,0,0,Yes
SELENE,ITA15504,34238,22/04/2015,2015,1.155,,,,1.125,13,144,13.7,3.86,2.38,Multiple,2006,2007,220,33,0,0,0,Yes
LETTLAND,LAT94,34240,10/04/2015,2015,1.014,,,,1.002,8,217,10.68,3.45,2.21,Multiple,2001,2002,239,29,34,126,A,Yes
KRAMPUS,HKG2159,34246,05/06/2014,2014,1.097,E,,,1.07,8,136,11,3.47,2.2,Multiple,2004,2007,410,23,45,134,A,Yes
BAXIMUS - ENGAIA,GRE74,34266,03/04/2015,2015,1.047,E,,,1.032,8,193,10.61,3.27,2.15,Multiple,2005,2007,218,23,0,0,0,Yes
iSAIL,GRE40,34278,18/03/2015,2015,1.094,E,,,1.069,10,182,11.95,3.75,2.48,Multiple,2007,2007,218,29,0,0,0,Yes
H2O,ITA15668,34289,23/04/2015,2015,1.301,E,,,1.286,23,148,23.8,6.1,3.8,Multiple,2006,2007,220,63,0,0,0,Yes
BETACRUZ,URU316,34290,14/10/2014,2014,0.983,E,,,0.972,7,186,9.89,3.5,1.69,Multiple,1999,2004,509,30,0,0,0,Yes
MUCHO SOL IV,URU1555,34292,12/01/2015,2014,0.9,E,,,0.886,5,231,7.55,2.72,1.42,Multiple,1992,2014,509,17,0,0,0,Yes
MANOS,ARG1472,34297,07/01/2015,2014,0.92,E,,,0.908,7,283,9.79,3.39,1.89,Multiple,1980,1980,509,29,0,0,0,Yes
PINTA 92,BEL6263,34319,16/04/2015,2015,1.035,,,,1.021,10,225,11.95,3.82,2.31,Multiple,1992,1992,205,33,0,0,0,Yes
PICSOU,BEL9009,34338,19/03/2015,2015,0.937,,,,0.923,6,209,8.75,2.95,1.8,Multiple,1997,1997,204,24,0,0,0,Yes
DONNA LEE,FRA27580,34339,23/02/2015,2015,1.053,,,,1.042,10,195,11.92,3.75,2.4,Multiple,1997,2000,214,31,0,0,0,Yes
MY PASSION,ITA15432,34340,09/04/2015,2015,0.999,,,,0.982,7,212,9.99,3.36,2,Single+H/W Jib,2005,2007,218,27,0,0,0,Yes
IEMANJA 2,FRA35315,34352,20/01/2015,2015,0.977,,,,0.962,8,217,10.28,3.48,1.92,Multiple,2002,2007,213,34,0,0,0,Yes
LISA,ITA15650,34354,17/04/2015,2015,1.121,,,,1.101,10,170,12.34,3.64,2.5,Multiple,2007,2007,220,30,0,0,0,Yes
CAPITANI CORAGGIOSI 3,ITA4123,34362,25/02/2015,2015,1.117,,,,1.096,10,171,12.34,3.64,2.5,Multiple,2007,2007,220,30,0,0,0,Yes
TANGO G,MON777,34372,23/04/2015,2015,1.422,E,,,1.394,23,110,23.99,5.98,4,Multiple,2003,2006,217,60,0,0,0,Yes
BALOO,ITA15200,34379,03/02/2015,2015,1.079,,,,1.067,10,191,12.19,3.8,2.4,Multiple,2004,2007,214,30,37,113,A,Yes
E COSI,FRA35428,34384,16/01/2015,2015,1.02,,,,1,10,209,12.12,3.85,2.15,Multiple,2006,2007,212,44,0,0,0,Yes
WHITE PEPPER,TUR,34391,16/04/2015,2015,0.946,,,,0.939,10,201,12.31,3.95,1.7,Single,1998,2003,238,43,0,0,0,Yes
VANILLA,TUR,34410,16/04/2015,2015,1.068,,,,1.065,13,187,14.19,4.46,2.6,Single,2006,2007,238,45,40,116,A,Yes
ADRENALINA,ITA9629,34416,11/03/2015,2015,0.939,,,,0.924,7,207,9.52,3.26,1.95,Multiple,1978,1982,220,23,0,0,0,Yes
BLUE BELL,ITA15756,34417,28/01/2015,2015,1.028,,,,1.015,11,212,12.9,3.99,2.1,Multiple,1998,1999,220,42,0,0,0,Yes
BREEZY,ITA15560,34427,05/02/2015,2015,0.984,,,,0.97,7,215,9.99,3.36,2,Multiple,2005,2007,220,30,0,0,0,Yes
DARA 3,ITA15712,34433,09/04/2015,2015,1.158,,,,1.127,11,148,12.8,3.8,2.5,Multiple,2006,2007,220,31,0,0,0,Yes
FASTER 2,ITA347,34435,23/04/2015,2015,0.988,,,,0.972,7,219,9.99,3.36,2,Multiple,2005,2007,220,30,0,0,0,Yes
DAJENU,ITA15771,34457,23/04/2015,2015,0.992,,,,0.968,7,183,9.12,3.05,1.9,Multiple,1992,2007,220,18,31,129,B,Yes
ZAHIR,ITA15757,34504,17/04/2015,2015,1.07,,,,1.054,10,174,12.27,3.91,2.45,Multiple,2007,2007,220,36,45,133,A,Yes
SAUDADE,ITA15773,34506,02/04/2015,2015,1.011,,,,0.995,8,188,11.25,3.76,1.95,Single,2005,2007,220,38,34,114,A,Yes
MAX PLUS,GBR4542T,34520,07/01/2015,2014,1.135,E,,,1.125,10,126,12.25,3.8,2.58,Multiple,1992,1992,509,25,0,0,0,Yes
TAITEN,ITA447,34526,28/01/2015,2015,1.092,,,,1.079,12,190,13.37,3.98,2.65,Single,2003,2005,220,36,0,0,0,Yes
IMXTINENTE,ITA35177,34527,21/01/2015,2015,1.048,,,,1.032,8,189,10.61,3.27,2.15,Multiple,2005,2007,220,23,0,0,0,Yes
BIG MAMA,ITA. 15814,34533,05/02/2015,2015,1.064,,,,1.051,12,170,13.35,4.25,2.3,Multiple,2002,2007,220,44,0,0,0,Yes
LELAGAIN,ITA16155,34545,02/04/2015,2015,1.052,,,,1.036,8,190,10.61,3.27,2.15,Multiple,2005,2006,220,23,0,0,0,Yes
COSINUS X,FRA29371,34551,04/02/2015,2015,0.989,E,,,0.977,7,198,10.04,3.3,2.15,Multiple,1994,1994,217,24,0,0,0,Yes
WILLIAM B,FRA9651,34562,25/02/2015,2015,1.031,,,Shorthanded,1.011,2,177,10.59,3.55,2.1,Multiple,2005,2007,220,26,0,0,0,Yes
SHAK SHUKA II,TUR9939,34575,26/01/2015,2015,1.026,E,,,1.003,8,186,10.59,3.55,2.1,Multiple,2005,2007,239,28,0,0,0,Yes
HUNTER,TUR1344,34576,10/04/2015,2015,0.996,E,,,0.977,7,211,9.99,3.36,2,Multiple,2005,2007,239,29,42,143,a,Yes
FIRST OF ALL,ITA15808,34578,02/04/2015,2015,1.006,,,,0.991,7,212,9.99,3.36,2,Multiple,2005,2007,220,25,0,0,0,Yes
LA NAUTIQUE 8,FRA35970,34584,24/03/2015,2015,1.115,,,,1.097,11,149,12.77,3.8,2.5,Multiple,2008,2010,214,31,0,0,0,Yes
CLIPPER,URU71,34600,02/09/2014,2014,1.065,E,,,1.052,10,199,11.92,3.77,2.43,Multiple,1997,2001,509,31,0,0,0,Yes
BIGUA V,URU914,34601,03/03/2015,2014,0.98,E,,,0.971,8,202,10.28,3.51,1.92,Multiple,2002,2007,509,34,0,0,0,Yes
WHY NOT,FRA35234,34613,27/03/2015,2015,0.973,,,,0.959,6,163,8.5,3.6,1.75,Single+H/W Jib,1999,2007,213,14,0,0,0,Yes
VAG 2,ITA15740,34644,06/03/2015,2015,1.067,,,,1.052,10,205,12.12,3.84,2.4,Multiple,2006,2007,220,35,0,0,0,Yes
SEAN,ITA15853,34647,23/04/2015,2015,1.208,,,,1.197,15,125,15.9,4.39,2.7,Multiple,2004,2006,220,40,0,0,0,Yes
MAYERO,FRA35427,34649,17/02/2015,2015,1.027,,,,1.01,9,210,11.35,3.48,1.98,Multiple,2004,2007,212,34,0,0,0,Yes
ORANGE MECANIX,FRA9677,34656,17/04/2015,2015,1.096,,,,1.079,10,170,12.34,3.64,2.5,Multiple,2007,2007,212,32,43,121,A,Yes
FANTASME,FRA482,34661,23/03/2015,2015,0.906,,,,0.892,7,226,9.95,2.4,1.65,Multiple,1978,2006,217,27,0,0,0,Yes
MALOU,TUR,34669,21/01/2015,2015,0.957,E,,,0.947,8,202,10.96,3.62,1.85,Single,2002,2002,240,38,0,0,0,Yes
BROCELIANDE,FRA27008,34676,19/02/2015,2015,0.978,,,,0.966,7,168,9.14,3.25,1.8,Multiple,1990,1991,214,20,0,0,0,Yes
HAKUNA MATATA,FRA35425,34678,04/02/2015,2015,0.998,E,,,0.98,7,178,9.78,3.48,1.9,Multiple,2007,2007,212,25,38,138,A,Yes
MISS JUJU,FRA9679,34681,16/02/2015,2015,1.012,,,,0.997,8,196,10.74,3.5,2.08,Multiple,2001,2007,217,31,33,121,A,Yes
GABRIEL ONOFRE,ESP7630,34692,06/03/2015,2015,0.927,,,,0.913,6,181,7.85,2.45,1.71,Multiple,1982,1988,236,11,0,0,0,Yes
DHO DENIZ YILDIZI 2,TUR5403,34696,27/02/2015,2015,0.892,E,,,0.883,5,187,7.32,2.72,1.25,Multiple,1977,2006,239,11,0,0,0,Yes
GODZILLA,FRA27802,34711,10/02/2015,2015,0.951,,,,0.934,7,158,8.95,2.98,1.82,Multiple,1994,1996,217,21,0,0,0,Yes
CREW'S CONTROL,FRA34632,34719,29/01/2015,2015,1.023,,,,1.004,8,177,10.59,3.55,2.1,Multiple,2005,2008,212,28,37,130,A,Yes
5 YOU,FRA34629,34720,04/02/2015,2015,1.028,,,,1.008,8,180,10.59,3.55,2.1,Multiple,2005,2008,212,27,0,0,0,Yes
OBELIX,ITA15234,34737,22/04/2015,2015,1.046,,,,1.033,9,190,11.37,3.7,2.1,Multiple,1992,1994,218,25,0,0,0,Yes
ABI,FRA17514,34738,20/02/2015,2015,0.953,,,,0.944,7,211,9.69,3.33,2.1,Multiple,1996,1997,220,32,32,128,A,Yes
GEORGIA,FRA37916,34753,31/03/2015,2015,0.994,,,,0.974,7,179,9.78,3.48,1.91,Multiple,2007,2010,212,26,0,0,0,Yes
ZONPUKA,GBR3142L,34759,19/03/2015,2015,0.983,,,,0.965,7,161,9.6,3.47,1.95,Multiple,2003,2007,103,26,35,132,A,Yes
LANN AEL,FRA34646,34763,23/03/2015,2015,1.044,,,,1.024,8,177,10.9,3.8,2.2,Multiple,2005,2008,212,30,43,133,A,Yes
TUARA,FRA9653,34766,10/03/2015,2015,1.026,,,,1.009,8,182,10.59,3.55,2.1,Multiple,2005,2007,214,27,0,0,0,Yes
ELECTRON,TUR3939,34769,11/03/2015,2015,0.999,E,,,0.98,7,217,9.99,3.36,2,Multiple,2005,2007,239,28,42,143,A,Yes
NAMASTE,ITA15875,34776,25/02/2015,2015,1.076,,,,1.059,10,168,12.46,3.92,2.2,Multiple,2005,2008,220,33,0,0,0,Yes
MATKAH,ITA15399,34779,17/04/2015,2015,1.003,,,,0.992,8,202,11.16,3.65,2.05,Multiple,2003,2006,219,35,0,0,0,Yes
EXIT,TUR911,34782,08/01/2015,2015,0.985,E,,,0.965,7,214,9.99,3.36,2,Single,2005,2007,239,30,0,0,0,Yes
MADE IN LOVE,FRA34651,34788,19/03/2015,2015,1.069,,,,1.05,10,171,12.19,3.64,2.2,Multiple,2006,2008,212,33,41,129,A,Yes
FANTOME,FRA8038,34792,05/03/2015,2015,0.926,,,,0.909,8,346,10.7,3.27,1.99,Multiple,1972,1974,214,38,0,0,0,Yes
J BOX,FRA34966,34795,03/04/2015,2015,1.011,,,,0.995,8,197,10.74,3.5,2.08,Single+H/W Jib,2001,2006,212,30,0,0,0,Yes
VITO 2,LUX35421,34798,18/02/2015,2015,1.087,E,,,1.062,10,184,11.98,3.75,2.48,Multiple,2007,2008,212,33,50,117,A,Yes
KAYA,FRA9753,34801,05/02/2015,2015,1.087,E,,,1.067,10,168,12.19,3.64,2.3,Multiple,2006,2007,115,30,0,0,0,Yes
GERANIUM KILLER,FRA34645,34804,19/03/2015,2015,1.101,,,,1.074,10,190,11.98,3.75,2.48,Multiple,2007,2008,217,31,0,0,0,Yes
HEY JOE,FRA34631,34810,16/04/2015,2015,1.031,,,,1.011,8,182,10.59,3.55,2.1,Multiple,2005,2008,212,27,37,130,A,Yes
SQUALO BIANCO,ITA15878,34818,09/04/2015,2015,1.049,,,,1.038,9,202,11.35,3.48,1.98,Multiple,2004,2008,220,28,0,0,0,Yes
KASHMIR,FRA7770,34821,12/03/2015,2015,0.897,,,,0.885,6,235,8.57,2.73,1.66,Multiple,1976,1976,217,21,0,0,0,Yes
DARLING,FRA35908,34829,10/03/2015,2015,0.994,,,,0.974,7,183,9.78,3.48,1.9,Multiple,2007,2008,212,26,0,0,0,Yes
JULLIE,FRA35914,34841,27/03/2015,2015,0.994,,,,0.976,7,180,9.78,3.48,1.9,Multiple,2007,2008,212,25,138,38,A,Yes
TAILLE-VENT,FRA35385,34851,10/02/2015,2015,1.01,,,,0.997,8,209,10.68,3.45,2.2,Single,2001,2008,217,31,0,0,0,Yes
AURELIA,IRL35950,34859,16/02/2015,2015,1.077,E,,,1.057,10,155,12.19,3.64,2.31,Multiple,2006,2008,118,31,41,129,A,Yes
EXOCET,FRA34700,34867,05/03/2015,2015,0.996,E,,,0.979,7,178,9.78,3.48,1.9,Multiple,2007,2007,101,25,38,138,A,Yes
URSUS MINOR,GRE36,34875,23/03/2015,2015,1.072,E,,,1.058,8,139,10.92,3.62,2.24,Multiple,1993,1994,218,21,27,120,B,Yes
ANATELLOUSA AFRODITI,GRE1282,34878,10/04/2015,2015,0.998,E,,,0.983,7,212,9.99,3.36,2,Multiple,2005,2007,218,27,0,0,0,Yes
AELLA,GRE1280,34879,03/04/2015,2015,1.172,E,,,1.141,11,147,12.98,3.94,2.73,Multiple,2006,2007,218,31,0,0,0,Yes
MAGICA LUCE,ITA13484,34881,17/04/2015,2015,1.061,,,,1.044,10,188,11.92,3.75,2.4,Multiple,1997,2000,219,30,36,126,A,Yes
ALIZE 34.7,TUR3470,34883,03/03/2015,2015,0.999,E,,,0.98,7,213,9.99,3.36,2,Multiple,2005,2008,240,28,0,0,0,Yes
KISS LANDING,FRA34633,34896,22/01/2015,2015,1.027,,,,1.01,8,183,10.59,3.55,2.1,Multiple,2005,2008,212,27,0,0,0,Yes
NON SOLO VELA,ITA15908,34903,02/04/2015,2015,1.033,,,,1.022,10,195,11.92,3.75,1.9,Single,1997,2008,219,33,36,126,A,Yes
GISELE AGAIN,FRA35080,34909,27/03/2015,2015,1.028,,,,1.011,8,180,10.59,3.55,2.1,Multiple,2005,2008,212,27,37,130,A,Yes
MARIE GALANTE,FRA35255,34930,18/03/2015,2015,0.984,,,,0.969,7,160,9.6,3.47,1.95,Multiple,2003,2008,212,25,0,0,0,Yes
FURKOLKJAAF,ITA15844,34940,02/04/2015,2015,0.996,,,,0.968,7,178,9.12,3.05,1.9,Multiple,1992,2008,219,17,31,129,B,Yes
TIGER 3,FRA3902,34946,19/03/2015,2015,1.119,,,,1.096,10,178,11.82,3.59,2.62,Multiple,2008,2008,212,29,0,0,0,Yes
DIDGERI - TWO,FRA35935,34948,20/01/2015,2015,1.026,,,,1.011,8,190,10.59,3.55,2.1,Multiple,2005,2008,212,27,0,0,0,Yes
AVEL RED,FRA34630,34950,26/01/2015,2015,1.028,,,,1.012,8,182,10.58,3.55,2.1,Multiple,2005,2008,212,26,0,0,0,Yes
MAYA,ITA15513,34955,04/03/2015,2015,1.285,,,,1.259,18,115,18.52,5.04,3.2,Multiple,2006,2007,220,46,0,0,0,Yes
DR FEELGOOD,FRA35966,34976,17/04/2015,2015,1.027,,,,1.009,8,185,10.59,3.55,2.1,Multiple,2005,2007,212,27,37,130,A,Yes
TERANGA,FRA35432,34990,18/03/2015,2015,1.027,,,,1.008,8,181,10.59,3.55,2.1,Multiple,2005,2008,212,27,0,0,0,Yes
PADI,FRA35248,35024,19/03/2015,2015,0.994,,,,0.975,7,178,9.78,3.48,1.92,Multiple,2007,2008,212,26,0,0,0,Yes
CIFRALINE 4,FRA35829,35025,25/03/2015,2015,0.993,,,,0.972,7,177,9.78,3.48,1.9,Multiple,2007,2008,212,26,39,138,A,Yes
SAILPLANE,GBR4620R,35041,31/03/2015,2015,1.112,,,,1.094,13,184,13.68,4.2,2.72,Multiple,2007,2008,152,39,0,0,0,Yes
XANADU,GBR905R,35048,20/01/2015,2015,1.15,,,,1.134,15,167,15.24,4.27,2.7,Multiple,2004,2008,101,38,0,0,0,Yes
GOLDEN TOY,TUR711,35054,16/04/2015,2015,1.072,E,,,1.041,7,119,9.43,3.08,2.15,Multiple,1995,2001,239,16,0,0,0,Yes
JUNO,GER370,35058,19/03/2015,2015,1.101,,,,1.077,12,162,13.11,3.9,2.32,Multiple,2003,2004,147,33,46,130,A,Yes
SUPEREVA,ITA16135,35064,18/02/2015,2015,1.099,,,,1.08,14,184,14.98,4.37,2.4,Multiple,2006,2007,220,49,0,0,0,Yes
FELIX V,FRA35439,35071,26/03/2015,2015,1.12,E,,,1.095,10,183,11.82,3.59,2.62,Multiple,2008,2008,212,29,56,161,A,Yes
JUMBO,TUR801,35079,29/01/2015,2015,0.955,E,,,0.925,6,154,8,2.5,1.49,Multiple,1993,2007,239,12,0,0,0,Yes
JOLLY JOKER,FRA35971,35101,13/02/2015,2015,1.081,,,,1.061,10,172,12.19,3.64,2.3,Multiple,2006,2008,212,32,41,129,A,Yes
BONOBO,FRA356,35105,02/04/2015,2015,0.905,,,,0.89,6,187,7.65,2.48,1.6,Multiple,1977,1979,216,13,0,0,0,Yes
TEAM VISION FUTURE,SUI19,35120,16/03/2015,2015,1.241,,,,1.208,11,78,12.8,3.9,2.6,Multiple,2007,2007,217,24,0,0,0,Yes
DEFINE,TUR2906,35122,19/03/2015,2015,1.11,E,,,1.094,14,180,14.99,4.37,2.4,Multiple,2006,2007,239,47,0,0,0,Yes
LADY JANE,FRA43605,35145,13/02/2015,2015,1.048,,,,1.029,10,155,12.19,3.66,2.13,Multiple,1994,2001,212,34,0,0,0,Yes
NOISY OYSTER,FRA9687,35146,15/01/2015,2015,1.082,E,,,1.057,10,167,12.19,3.64,2.2,Multiple,2006,2008,217,31,0,0,0,Yes
ALEPH 3,URU138,35157,04/09/2014,2014,0.883,E,,,0.874,5,202,7.32,2.72,1.25,Multiple,1977,1993,509,13,0,0,0,Yes
DINDI,ITA15578,35160,29/01/2015,2015,1.093,,,,1.079,13,201,14.19,4.46,2.6,Multiple,2006,2007,220,48,0,0,0,Yes
TELEMAQUE,FRA35911,35164,01/04/2015,2015,0.992,,,,0.974,7,170,9.78,3.48,1.9,Multiple,2007,2008,214,26,38,138,A,Yes
MATADOR,FRA21963,35172,22/04/2015,2015,1.024,,,,1.006,8,193,10.59,3.55,2.1,Multiple,2005,2007,213,28,37,130,A,Yes
AIR DU NORD,FRA35520,35185,06/01/2015,2015,1.025,,,,1.009,8,185,10.59,3.55,2.1,Multiple,2005,2007,213,27,0,0,0,Yes
GLEN ELLEN V,FRA35559,35187,02/03/2015,2015,1.086,,,,1.063,10,182,11.98,3.75,2.48,Multiple,2007,2008,214,32,0,0,0,Yes
DOLAR ON,URU5228,35195,02/09/2014,2014,0.884,E,,,0.875,5,208,7.32,2.71,1.24,Multiple,1977,1998,509,13,0,0,0,Yes
GALATEE,FRA36507,35237,10/02/2015,2015,1.02,,,,1.004,8,182,10.59,3.55,2.1,Multiple,2005,2008,212,27,37,130,A,Yes
JOLIE,ITA15989,35253,06/03/2015,2015,1.089,,,,1.07,13,204,13.68,4.2,2.4,Single,2007,2008,219,43,0,0,0,Yes
AMBERSAIL,LTU1000,35256,19/01/2015,2015,1.42,E,,,1.391,18,76,19.5,5.23,3.75,Multiple,2001,2001,212,46,64,150,A,Yes
MAX,USA60628,35259,20/04/2015,2015,1.11,E,,,1.076,8,105,10.5,3.92,2.89,Multiple,2007,2007,122,16,36,124,A,Yes
CARA DE ROSA,TUR9296,35286,05/03/2015,2015,1.123,E,,,1.099,13,204,13.68,4.2,2.72,Multiple,2007,2008,239,38,0,0,0,Yes
VOODOO CHILD,FRA36724,35303,20/03/2015,2015,0.973,,,,0.96,7,200,9.99,3.48,2.1,Multiple,2006,2008,212,34,36,130,A,Yes
MOANA,FRA35815,35318,24/03/2015,2015,0.993,,,,0.975,7,179,9.78,3.48,1.9,Multiple,2007,2008,214,26,38,138,A,Yes
FLAMENCO,TUR408,35374,11/03/2015,2015,0.99,E,,,0.974,7,191,9.99,3.48,2.1,Multiple,2006,2008,239,31,36,130,A,Yes
EXOCET,FRA9747,35385,31/03/2015,2015,1.107,,,,1.089,13,184,13.68,4.2,2.72,Multiple,2007,2008,217,40,0,0,0,Yes
SHAKA,GER5822,35392,20/02/2015,2015,1.059,,,,1.041,13,246,14.05,4.27,2.24,Multiple,2004,2005,140,50,53,128,A,Yes
HEDEF YELKEN,TUR2901,35398,14/01/2015,2015,0.987,E,,,0.966,6,218,8.8,2.8,1.98,Multiple,2008,2008,239,22,0,0,0,Yes
SEAWOLF OF SOUTHAMPTON,GBR6738R,35413,16/04/2015,2015,1.037,,,,1.022,9,197,11.55,3.84,2.3,Multiple,1999,2006,235,37,44,139,A,Yes
RELAYER,FRA36557,35414,04/03/2015,2015,1.106,,,,1.086,13,190,13.68,4.2,2.72,Multiple,2007,2008,217,42,0,0,0,Yes
NON SOLO CIURMA,ITA16033,35453,02/04/2015,2015,1.033,,,,1.022,10,195,11.92,3.75,1.9,Single,1997,2008,219,33,37,126,A,Yes
SPIRIT OF NERINA,ITA190X35,35454,06/03/2015,2015,1.049,,,,1.033,8,186,10.61,3.27,2.15,Multiple,2005,2007,220,23,0,0,0,Yes
LURIGNA,SUI5603,35464,09/04/2015,2015,1.267,,,,1.243,17,136,17.34,4.6,3.3,Multiple,2005,2006,212,42,0,0,0,Yes
TEUR GOULE 3,FRA35982,35465,10/03/2015,2015,0.994,,,,0.976,7,180,9.78,3.48,1.9,Multiple,2007,2008,213,25,0,0,0,Yes
ROSSINANTE,TUR,35466,08/01/2015,2015,0.975,E,,,0.966,8,190,10.69,3.59,1.94,Single,2006,2007,238,37,0,0,0,Yes
